Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Arrivals (Tonnes),Price Date
1781,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1008,1302,1148,162.24,23 Oct 2025
1782,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1329,1576,1435,105.72,23 Oct 2025
1783,Vellore,vellore_market,Tomato,Local,FAQ,1447,1854,1646,72.45,23 Oct 2025
1784,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1423,1766,1611,96.65,23 Oct 2025
1785,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1011,1201,1106,137.33,23 Sep 2025
1786,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1119,1412,1242,105.8,23 Sep 2025
1787,Vellore,vellore_market,Tomato,Local,FAQ,1170,1464,1334,64.78,23 Sep 2025
1788,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,967,1147,1058,139.97,23 Sep 2025
1789,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1873,2343,2122,138.51,24 Apr 2025
1790,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1870,2340,2140,122.83,24 Apr 2025
1791,Vellore,vellore_market,Tomato,Local,FAQ,1660,2075,1903,126.51,24 Apr 2025
1792,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1894,2388,2098,121.61,24 Apr 2025
1793,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1817,2265,2095,131.78,24 Apr 2026
1794,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2278,2854,2619,83.51,24 Apr 2026
1795,Vellore,vellore_market,Tomato,Local,FAQ,1651,2038,1883,116.78,24 Apr 2026
1796,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1842,2306,2112,128.03,24 Apr 2026
1797,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1006,1311,1161,89.41,24 Aug 2025
1798,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1043,1266,1173,86.04,24 Aug 2025
1799,Vellore,vellore_market,Tomato,Local,FAQ,1285,1580,1411,65.83,24 Aug 2025
1800,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,859,1108,966,143.07,24 Aug 2025
1801,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1910,2427,2165,120.17,24 Dec 2025
1802,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1698,2107,1889,166.21,24 Dec 2025
1803,Vellore,vellore_market,Tomato,Local,FAQ,2167,2730,2429,82.92,24 Dec 2025
1804,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1891,2374,2098,131.02,24 Dec 2025
1805,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2206,2642,2426,134.64,24 Feb 2025
1806,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2282,2860,2529,126.17,24 Feb 2025
1807,Vellore,vellore_market,Tomato,Local,FAQ,2128,2671,2458,105.04,24 Feb 2025
1808,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1922,2383,2092,186.26,24 Feb 2025
1809,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1901,2389,2164,177.73,24 Feb 2026
1810,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2208,2567,2389,137.2,24 Feb 2026
1811,Vellore,vellore_market,Tomato,Local,FAQ,2180,2758,2444,97.03,24 Feb 2026
1812,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1680,2077,1932,189.87,24 Feb 2026
1813,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2220,2648,2454,130.87,24 Jan 2025
1814,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1931,2425,2158,159.95,24 Jan 2025
1815,Vellore,vellore_market,Tomato,Local,FAQ,1915,2311,2156,117.22,24 Jan 2025
1816,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1764,2219,2050,156.92,24 Jan 2025
1817,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2522,3273,2853,102.16,24 Jan 2026
1818,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2415,3102,2742,111.63,24 Jan 2026
1819,Vellore,vellore_market,Tomato,Local,FAQ,2600,3380,2984,73.38,24 Jan 2026
1820,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1945,2458,2177,143.24,24 Jan 2026
1821,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1299,1537,1399,92.93,24 Jul 2025
1822,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1243,1518,1383,90.25,24 Jul 2025
1823,Vellore,vellore_market,Tomato,Local,FAQ,1400,1665,1530,62.58,24 Jul 2025
1824,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1246,1493,1356,90.19,24 Jul 2025
1825,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1252,1543,1435,91.68,24 Jul 2026
1826,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1242,1533,1336,97.48,24 Jul 2026
1827,Vellore,vellore_market,Tomato,Local,FAQ,1351,1791,1570,54.64,24 Jul 2026
1828,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1853,2254,2001,64.99,24 Jul 2026
1829,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1585,2057,1842,70.73,24 Jun 2025
1830,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1716,2167,1934,69.99,24 Jun 2025
1831,Vellore,vellore_market,Tomato,Local,FAQ,1489,1907,1731,68.06,24 Jun 2025
1832,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1571,1944,1691,93.39,24 Jun 2025
1833,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1787,2199,1930,63.07,24 Jun 2026
1834,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1953,2576,2258,59.92,24 Jun 2026
1835,Vellore,vellore_market,Tomato,Local,FAQ,1541,1923,1704,72.05,24 Jun 2026
1836,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2006,2475,2288,71.24,24 Jun 2026
1837,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2748,3512,3194,67.63,24 Mar 2025
1838,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2256,2733,2514,129.68,24 Mar 2025
1839,Vellore,vellore_market,Tomato,Local,FAQ,1940,2444,2132,107.8,24 Mar 2025
1840,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1873,2417,2112,157.33,24 Mar 2025
1841,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1971,2395,2121,157.52,24 Mar 2026
1842,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2454,3109,2762,111.01,24 Mar 2026
1843,Vellore,vellore_market,Tomato,Local,FAQ,2173,2636,2364,102.9,24 Mar 2026
1844,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2123,2530,2317,156.76,24 Mar 2026
1845,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1851,2281,2110,89.33,24 May 2025
1846,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1768,2250,2026,91.87,24 May 2025
1847,Vellore,vellore_market,Tomato,Local,FAQ,1683,2155,1902,78.31,24 May 2025
1848,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1463,1701,1586,132.87,24 May 2025
1849,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1801,2261,1981,101.85,24 May 2026
1850,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1862,2410,2138,79.8,24 May 2026
1851,Vellore,vellore_market,Tomato,Local,FAQ,1866,2337,2153,70.11,24 May 2026
1852,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2177,2813,2457,69.51,24 May 2026
1853,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1502,1818,1659,114.84,24 Nov 2025
1854,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1411,1744,1577,133.11,24 Nov 2025
1855,Vellore,vellore_market,Tomato,Local,FAQ,1602,2025,1810,100.65,24 Nov 2025
1856,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1590,2019,1797,111.59,24 Nov 2025
1857,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1181,1484,1310,126.68,24 Oct 2025
1858,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1152,1403,1258,137.06,24 Oct 2025
1859,Vellore,vellore_market,Tomato,Local,FAQ,1325,1592,1456,90.39,24 Oct 2025
1860,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1237,1538,1391,133.03,24 Oct 2025
1861,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1164,1462,1283,110.84,24 Sep 2025
1862,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1132,1478,1295,96.89,24 Sep 2025
1863,Vellore,vellore_market,Tomato,Local,FAQ,1276,1573,1414,61.93,24 Sep 2025
1864,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1084,1367,1244,112.08,24 Sep 2025
1865,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1817,2246,2095,130.52,25 Apr 2025
1866,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1930,2424,2199,111.66,25 Apr 2025
1867,Vellore,vellore_market,Tomato,Local,FAQ,2057,2461,2240,95.08,25 Apr 2025
1868,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1709,2078,1846,146.73,25 Apr 2025
1869,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2216,2731,2392,95.85,25 Apr 2026
1870,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2353,2809,2579,81.85,25 Apr 2026
1871,Vellore,vellore_market,Tomato,Local,FAQ,2311,2829,2591,68.93,25 Apr 2026
1872,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2279,2762,2487,87.58,25 Apr 2026
1873,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1177,1516,1366,69.58,25 Aug 2025
1874,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1144,1489,1302,65.61,25 Aug 2025
1875,Vellore,vellore_market,Tomato,Local,FAQ,1346,1711,1522,58.98,25 Aug 2025
1876,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1180,1386,1272,84.17,25 Aug 2025
1877,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1789,2271,1986,146.86,25 Dec 2025
1878,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1637,2010,1761,178.77,25 Dec 2025
1879,Vellore,vellore_market,Tomato,Local,FAQ,1562,1920,1759,155.0,25 Dec 2025
1880,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1821,2274,2009,140.11,25 Dec 2025
1881,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2266,2726,2490,132.68,25 Feb 2025
1882,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2005,2528,2213,157.88,25 Feb 2025
1883,Vellore,vellore_market,Tomato,Local,FAQ,2405,2976,2590,97.15,25 Feb 2025
1884,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1796,2325,2067,179.36,25 Feb 2025
1885,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2128,2623,2408,134.28,25 Feb 2026
1886,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1891,2240,2041,187.15,25 Feb 2026
1887,Vellore,vellore_market,Tomato,Local,FAQ,2480,3025,2710,81.29,25 Feb 2026
1888,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1889,2189,2039,155.32,25 Feb 2026
1889,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1728,2212,1964,193.08,25 Jan 2025
1890,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1908,2404,2106,162.45,25 Jan 2025
1891,Vellore,vellore_market,Tomato,Local,FAQ,1924,2401,2176,126.36,25 Jan 2025
1892,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1660,2077,1807,207.24,25 Jan 2025
1893,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1750,2239,2034,183.7,25 Jan 2026
1894,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2310,2767,2579,119.94,25 Jan 2026
1895,Vellore,vellore_market,Tomato,Local,FAQ,2306,2831,2542,92.84,25 Jan 2026
1896,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1757,2092,1941,183.18,25 Jan 2026
1897,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1225,1546,1360,94.71,25 Jul 2025
1898,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1277,1578,1440,86.0,25 Jul 2025
1899,Vellore,vellore_market,Tomato,Local,FAQ,1698,2057,1887,42.84,25 Jul 2025
1900,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,816,1008,896,188.05,25 Jul 2025
1901,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1409,1707,1571,76.1,25 Jul 2026
1902,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1562,1826,1689,65.18,25 Jul 2026
1903,Vellore,vellore_market,Tomato,Local,FAQ,1073,1290,1166,92.75,25 Jul 2026
1904,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1724,2137,1996,81.04,25 Jul 2026
1905,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1511,1895,1685,88.22,25 Jun 2025
1906,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1449,1796,1573,108.06,25 Jun 2025
1907,Vellore,vellore_market,Tomato,Local,FAQ,1410,1738,1543,77.0,25 Jun 2025
1908,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1650,1946,1817,79.94,25 Jun 2025
1909,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1532,1899,1667,77.18,25 Jun 2026
1910,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1526,2025,1773,84.55,25 Jun 2026
1911,Vellore,vellore_market,Tomato,Local,FAQ,1683,2142,1946,58.44,25 Jun 2026
1912,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2114,2486,2279,76.23,25 Jun 2026
1913,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1927,2331,2103,152.05,25 Mar 2025
1914,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2199,2709,2419,128.94,25 Mar 2025
1915,Vellore,vellore_market,Tomato,Local,FAQ,1423,1714,1588,197.47,25 Mar 2025
1916,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2281,2786,2582,107.68,25 Mar 2025
1917,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1735,2192,1950,172.57,25 Mar 2026
1918,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2079,2746,2402,140.14,25 Mar 2026
1919,Vellore,vellore_market,Tomato,Local,FAQ,2180,2661,2353,105.63,25 Mar 2026
1920,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2262,2758,2556,132.2,25 Mar 2026
1921,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2068,2481,2249,77.1,25 May 2025
1922,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1770,2216,2041,91.75,25 May 2025
1923,Vellore,vellore_market,Tomato,Local,FAQ,1676,2121,1945,78.04,25 May 2025
1924,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1425,1799,1639,118.47,25 May 2025
1925,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1378,1678,1558,152.45,25 May 2026
1926,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1549,1989,1778,105.92,25 May 2026
1927,Vellore,vellore_market,Tomato,Local,FAQ,1692,2161,1958,81.42,25 May 2026
1928,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1854,2274,2011,96.3,25 May 2026
1929,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1705,2091,1877,95.68,25 Nov 2025
1930,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1505,1921,1692,118.74,25 Nov 2025
1931,Vellore,vellore_market,Tomato,Local,FAQ,1819,2193,1984,83.97,25 Nov 2025
1932,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1479,1764,1598,147.73,25 Nov 2025
1933,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1330,1643,1470,107.35,25 Oct 2025
1934,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1306,1673,1482,103.74,25 Oct 2025
1935,Vellore,vellore_market,Tomato,Local,FAQ,1229,1492,1344,99.79,25 Oct 2025
1936,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1370,1813,1581,103.65,25 Oct 2025
1937,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1121,1346,1220,125.29,25 Sep 2025
1938,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1335,1593,1483,74.19,25 Sep 2025
1939,Vellore,vellore_market,Tomato,Local,FAQ,1047,1292,1189,91.08,25 Sep 2025
1940,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1370,1741,1517,83.44,25 Sep 2025
1941,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1911,2363,2093,120.12,26 Apr 2025
1942,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2051,2581,2320,100.08,26 Apr 2025
1943,Vellore,vellore_market,Tomato,Local,FAQ,2000,2571,2250,85.47,26 Apr 2025
1944,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1696,2202,1924,133.45,26 Apr 2025
1945,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1517,1857,1724,176.06,26 Apr 2026
1946,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2186,2772,2473,82.2,26 Apr 2026
1947,Vellore,vellore_market,Tomato,Local,FAQ,1754,2126,1941,116.53,26 Apr 2026
1948,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2012,2536,2331,95.92,26 Apr 2026
1949,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1126,1387,1248,87.57,26 Aug 2025
1950,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1005,1179,1088,93.42,26 Aug 2025
1951,Vellore,vellore_market,Tomato,Local,FAQ,1348,1654,1522,57.01,26 Aug 2025
1952,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1088,1364,1220,90.76,26 Aug 2025
1953,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1720,2250,1973,148.1,26 Dec 2025
1954,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1722,2251,1985,134.53,26 Dec 2025
1955,Vellore,vellore_market,Tomato,Local,FAQ,1859,2254,2036,120.7,26 Dec 2025
1956,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1839,2206,2018,137.58,26 Dec 2025
1957,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2157,2714,2481,133.38,26 Feb 2025
1958,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1750,2167,1936,194.3,26 Feb 2025
1959,Vellore,vellore_market,Tomato,Local,FAQ,2439,2997,2679,83.56,26 Feb 2025
1960,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1833,2283,2087,186.09,26 Feb 2025
1961,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2089,2604,2268,160.78,26 Feb 2026
1962,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1837,2319,2096,198.05,26 Feb 2026
1963,Vellore,vellore_market,Tomato,Local,FAQ,2177,2764,2519,92.25,26 Feb 2026
1964,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1858,2284,2075,148.55,26 Feb 2026
1965,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2044,2642,2319,144.89,26 Jan 2025
1966,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2157,2777,2441,128.15,26 Jan 2025
1967,Vellore,vellore_market,Tomato,Local,FAQ,2496,2963,2717,89.68,26 Jan 2025
1968,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1880,2297,2051,163.87,26 Jan 2025
1969,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2615,3259,2866,96.85,26 Jan 2026
1970,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2062,2631,2358,126.9,26 Jan 2026
1971,Vellore,vellore_market,Tomato,Local,FAQ,1773,2169,1986,147.0,26 Jan 2026
1972,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2063,2525,2305,130.67,26 Jan 2026
1973,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1022,1266,1141,128.03,26 Jul 2025
1974,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1146,1401,1247,113.92,26 Jul 2025
1975,Vellore,vellore_market,Tomato,Local,FAQ,1663,2010,1806,46.67,26 Jul 2025
1976,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1064,1414,1230,103.06,26 Jul 2025
1977,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1053,1332,1175,118.46,26 Jul 2026
1978,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1705,2212,1970,47.0,26 Jul 2026
1979,Vellore,vellore_market,Tomato,Local,FAQ,1485,1840,1633,49.48,26 Jul 2026
1980,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1777,2196,1990,52.41,26 Jul 2026
1981,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1501,1963,1721,82.19,26 Jun 2025
1982,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1353,1680,1515,106.95,26 Jun 2025
1983,Vellore,vellore_market,Tomato,Local,FAQ,1691,2016,1855,52.97,26 Jun 2025
1984,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1670,2024,1871,73.49,26 Jun 2025
1985,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1516,1974,1719,77.22,26 Jun 2026
1986,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1637,2016,1773,88.43,26 Jun 2026
1987,Vellore,vellore_market,Tomato,Local,FAQ,1423,1803,1596,80.39,26 Jun 2026
1988,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2051,2500,2282,96.98,26 Jun 2026
1989,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1948,2435,2251,135.9,26 Mar 2025
1990,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2400,2977,2697,104.33,26 Mar 2025
1991,Vellore,vellore_market,Tomato,Local,FAQ,1872,2358,2171,103.86,26 Mar 2025
1992,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1648,2015,1875,202.53,26 Mar 2025
1993,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1919,2363,2071,172.3,26 Mar 2026
1994,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2983,3691,3264,85.43,26 Mar 2026
1995,Vellore,vellore_market,Tomato,Local,FAQ,1920,2264,2093,126.8,26 Mar 2026
1996,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2131,2562,2339,141.12,26 Mar 2026
1997,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1826,2292,2079,100.99,26 May 2025
1998,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1845,2229,2061,84.13,26 May 2025
1999,Vellore,vellore_market,Tomato,Local,FAQ,1920,2260,2097,68.38,26 May 2025
2000,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1712,2179,1912,105.21,26 May 2025
2001,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1410,1816,1614,134.26,26 May 2026
2002,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1695,2039,1840,102.05,26 May 2026
2003,Vellore,vellore_market,Tomato,Local,FAQ,1803,2214,1952,74.23,26 May 2026
2004,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2024,2474,2183,82.88,26 May 2026
2005,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1455,1744,1576,138.76,26 Nov 2025
2006,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1437,1702,1557,150.56,26 Nov 2025
2007,Vellore,vellore_market,Tomato,Local,FAQ,1745,2238,1990,81.94,26 Nov 2025
2008,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1386,1738,1512,167.03,26 Nov 2025
2009,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1068,1252,1158,163.22,26 Oct 2025
2010,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1133,1425,1300,125.21,26 Oct 2025
2011,Vellore,vellore_market,Tomato,Local,FAQ,1162,1491,1311,108.11,26 Oct 2025
2012,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1221,1549,1353,158.16,26 Oct 2025
2013,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1079,1326,1237,115.34,26 Sep 2025
2014,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,956,1190,1062,133.72,26 Sep 2025
2015,Vellore,vellore_market,Tomato,Local,FAQ,1264,1605,1442,66.6,26 Sep 2025
2016,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1277,1569,1466,82.24,26 Sep 2025
2017,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2050,2477,2241,101.35,27 Apr 2025
2018,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1783,2267,2006,133.86,27 Apr 2025
2019,Vellore,vellore_market,Tomato,Local,FAQ,1869,2428,2173,86.9,27 Apr 2025
2020,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,2246,2857,2490,91.19,27 Apr 2025
2021,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2001,2613,2313,97.25,27 Apr 2026
2022,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2303,2958,2678,70.78,27 Apr 2026
2023,Vellore,vellore_market,Tomato,Local,FAQ,1811,2252,2084,104.8,27 Apr 2026
2024,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1607,1970,1838,155.07,27 Apr 2026
2025,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1153,1455,1279,78.97,27 Aug 2025
2026,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1234,1533,1390,66.08,27 Aug 2025
2027,Vellore,vellore_market,Tomato,Local,FAQ,1114,1485,1294,78.66,27 Aug 2025
2028,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,956,1212,1106,106.8,27 Aug 2025
2029,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1955,2318,2138,132.52,27 Dec 2025
2030,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,1883,2317,2055,123.79,27 Dec 2025
2031,Vellore,vellore_market,Tomato,Local,FAQ,2270,2779,2472,85.74,27 Dec 2025
2032,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1665,2180,1919,156.13,27 Dec 2025
2033,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1788,2213,2052,193.64,27 Feb 2025
2034,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2530,3196,2874,98.96,27 Feb 2025
2035,Vellore,vellore_market,Tomato,Local,FAQ,2388,2923,2627,84.88,27 Feb 2025
2036,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1793,2260,2009,209.94,27 Feb 2025
2037,Vellore,vellore_arakkonam,Tomato,Local,FAQ,1818,2227,1987,201.92,27 Feb 2026
2038,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2577,3284,2888,103.94,27 Feb 2026
2039,Vellore,vellore_market,Tomato,Local,FAQ,2080,2556,2292,113.74,27 Feb 2026
2040,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1625,1963,1760,216.33,27 Feb 2026
2041,Vellore,vellore_arakkonam,Tomato,Local,FAQ,2068,2671,2338,150.97,27 Jan 2025
2042,Vellore,vellore_gudiyatham,Tomato,Local,FAQ,2016,2573,2287,151.94,27 Jan 2025
2043,Vellore,vellore_market,Tomato,Local,FAQ,1710,2077,1891,175.39,27 Jan 2025
2044,Vellore,vellore_vaniyambadi,Tomato,Local,FAQ,1855,2297,2003,162.83,27 Jan 2025
